epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
94,9511.86,0.78505,1.39021,0.64149,1.01953,0,0.80291,0.78313,0.79968,0.60566,0.72079,0.70281,0.64808,0.20333,0.94166,1.19257,0.91033,1.02249,0,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,9621,0.78955,1.38072,0.64475,1.02468,0,0.83569,0.77108,0.79035,0.58419,0.74704,0.6988,0.64346,0.20653,0.96307,1.20184,0.90638,1.0379,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,9729.8,0.7821,1.37979,0.6387,1.02341,0,0.82754,0.75502,0.80209,0.59822,0.74255,0.66667,0.6433,0.21028,0.9463,1.20311,0.86711,1.03786,0,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,9837.99,0.77903,1.37102,0.63147,1.0177,0,0.86734,0.7877,0.80408,0.6113,0.76107,0.69076,0.64531,0.21347,0.90883,1.19964,0.84923,1.01209,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,9946.42,0.77661,1.36287,0.6199,1.01612,0,0.84024,0.76305,0.80383,0.61904,0.74201,0.67068,0.62353,0.212,0.90534,1.21076,0.86947,1.01069,0,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,10054.8,0.77752,1.3765,0.63396,1.0165,0,0.85229,0.76707,0.79747,0.60345,0.76351,0.69076,0.65036,0.20912,0.88495,1.19939,0.8895,0.99745,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,10163.1,0.77672,1.37603,0.62789,1.01859,0,0.8443,0.7622,0.78605,0.59765,0.7349,0.66667,0.6104,0.20561,0.91922,1.17714,0.91962,1.04633,0,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,10271.6,0.77061,1.37465,0.62393,1.01755,0,0.8459,0.77108,0.79316,0.59836,0.7625,0.69478,0.63387,0.2046,0.95684,1.1864,0.91158,1.05079,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,10380.1,0.76814,1.36879,0.62178,1.01684,0,0.85433,0.76707,0.80138,0.61189,0.74796,0.67068,0.62746,0.21161,0.9248,1.20506,0.87447,1.02542,0,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,10488.5,0.77483,1.38783,0.61923,1.01856,0,0.86254,0.77912,0.79402,0.6057,0.76173,0.68675,0.63495,0.20962,0.894,1.18589,0.89772,1.02384,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,10596.8,0.76412,1.35043,0.6074,1.0102,0,0.82264,0.77912,0.78394,0.59926,0.76531,0.70281,0.65518,0.21075,0.90453,1.18037,0.88427,1.00354,0,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,10705.4,0.77152,1.37346,0.61636,1.01596,0,0.83046,0.78689,0.77318,0.58908,0.7408,0.70016,0.62456,0.2054,0.89641,1.196,0.87548,1.01504,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,10813.7,0.75367,1.35581,0.59816,1.00324,0,0.8332,0.78241,0.77796,0.59649,0.73803,0.69076,0.62873,0.20621,0.89481,1.19664,0.88414,1.00901,0,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,10922,0.77149,1.38808,0.62059,1.01353,0,0.82994,0.78715,0.78198,0.59263,0.74157,0.6988,0.62438,0.20346,0.89006,1.19802,0.89465,1.01242,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,11030.4,0.76724,1.36887,0.61036,1.00815,0,0.81968,0.78313,0.7706,0.5785,0.72161,0.68273,0.6125,0.19747,0.92309,1.21286,0.90826,1.02739,0,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,11138.5,0.75749,1.37191,0.60877,1.01071,0,0.80759,0.7751,0.76895,0.57908,0.71793,0.68675,0.61735,0.19689,0.91661,1.21974,0.91835,1.02762,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,11246.7,0.75823,1.35412,0.5994,1.00876,0,0.80966,0.75166,0.75663,0.58812,0.7242,0.67068,0.61583,0.20512,0.88447,1.21767,0.90226,1.00044,0,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,11355.1,0.76623,1.37257,0.60742,1.01446,0,0.79579,0.78313,0.7681,0.58564,0.70104,0.70281,0.61793,0.20906,0.91774,1.19687,0.90653,1.01045,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,11463.7,0.76286,1.37044,0.60437,1.00735,0,0.8522,0.751,0.77305,0.59667,0.73714,0.65863,0.60556,0.1998,0.90489,1.20163,0.88989,1.03461,0,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,11571.7,0.75476,1.35614,0.59852,1.00513,0,0.82132,0.78313,0.77656,0.59105,0.752,0.6747,0.60803,0.20259,0.8894,1.20211,0.89071,1.00368,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,11680,0.7626,1.36953,0.59738,1.00359,0,0.82438,0.7541,0.75717,0.58376,0.74011,0.68273,0.61437,0.20278,0.89875,1.20619,0.88186,1.02434,0,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,11788.8,0.74414,1.3406,0.58809,1.00095,0,0.85331,0.75502,0.75776,0.57114,0.78636,0.69475,0.64833,0.20255,0.9166,1.20108,0.88969,1.02935,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,11897,0.74117,1.34123,0.59139,1.00376,0,0.84573,0.73494,0.74723,0.58187,0.76558,0.66667,0.60462,0.20119,0.89909,1.2238,0.87357,1.00594,0,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,12005.2,0.74283,1.34849,0.58077,0.99727,0,0.83447,0.74911,0.75939,0.58251,0.77499,0.66265,0.63604,0.20596,0.90584,1.20846,0.87948,1.00439,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,12113.9,0.73801,1.34481,0.58755,0.99947,0,0.83158,0.751,0.768,0.57591,0.74231,0.67871,0.62989,0.2038,0.91994,1.22125,0.87708,1.01611,0,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,12222.1,0.74613,1.35006,0.58545,1.00286,0,0.8452,0.76746,0.76754,0.58653,0.7662,0.69478,0.64003,0.20265,0.89885,1.20549,0.8746,1.01352,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,12330.5,0.75497,1.37262,0.59433,1.00567,0,0.78978,0.77912,0.7595,0.59167,0.7301,0.68675,0.61098,0.20107,0.86813,1.21801,0.87625,0.98877,0,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,12438.6,0.7363,1.34458,0.57491,0.99848,0,0.81876,0.78015,0.7752,0.60578,0.74346,0.68667,0.63632,0.21357,0.88725,1.20478,0.8674,0.99161,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,12547.3,0.73658,1.33172,0.57536,0.99751,0,0.83535,0.77912,0.79572,0.60484,0.76616,0.69741,0.63589,0.21292,0.89599,1.19105,0.8652,1.01314,0,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,12655.4,0.73693,1.34313,0.58148,0.99495,0,0.8427,0.75306,0.76336,0.58932,0.76181,0.68077,0.61853,0.2056,0.88524,1.19362,0.8774,0.98748,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,12764,0.72832,1.34032,0.56476,0.99143,0,0.83619,0.7585,0.77268,0.58444,0.74903,0.6747,0.62079,0.20047,0.91397,1.22129,0.86648,1.00797,0,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,12872.5,0.72428,1.34118,0.55927,0.98974,0,0.83097,0.75026,0.75699,0.588,0.75533,0.67871,0.63802,0.2072,0.90912,1.21918,0.87031,1.0079,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,12980.9,0.73132,1.34848,0.57165,0.99607,0,0.83032,0.73092,0.75464,0.5859,0.7549,0.6556,0.62166,0.20551,0.90406,1.21438,0.88347,1.0023,0,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,13089.2,0.73169,1.3415,0.56342,0.99664,0,0.83936,0.73896,0.77275,0.59829,0.74348,0.6506,0.60683,0.21089,0.9,1.20859,0.85124,0.99577,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,13197.6,0.73045,1.3471,0.57501,0.99446,0,0.84443,0.75502,0.77042,0.59277,0.73973,0.67871,0.60718,0.21043,0.90438,1.2121,0.86749,1.00242,0,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,13305.7,0.73172,1.33663,0.57341,0.99314,0,0.82792,0.76305,0.76161,0.57868,0.75769,0.67068,0.60696,0.20736,0.89666,1.19343,0.88947,1.01298,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,13414,0.73387,1.34371,0.57635,0.99116,0,0.82602,0.76271,0.75218,0.57766,0.73506,0.67871,0.62356,0.20466,0.89816,1.19109,0.88718,1.00165,0,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,13522.4,0.72759,1.33415,0.55981,0.99248,0,0.83795,0.74699,0.74967,0.57498,0.76191,0.67871,0.62152,0.19666,0.8902,1.20816,0.88352,0.99512,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,13630.7,0.72654,1.34305,0.55039,0.99212,0,0.84806,0.74699,0.76405,0.58202,0.77177,0.67871,0.62198,0.20522,0.89342,1.21403,0.90971,0.99033,0,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,13738.8,0.72812,1.34783,0.55396,0.99047,0,0.80257,0.77108,0.74607,0.57075,0.72107,0.67482,0.60233,0.20056,0.90333,1.22832,0.90241,0.99461,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,13847,0.72899,1.3331,0.55889,0.98964,0,0.82125,0.77498,0.76018,0.56873,0.72251,0.67968,0.58808,0.19665,0.90958,1.24136,0.87826,0.99609,0,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,13955.5,0.71333,1.31855,0.54222,0.98793,0,0.86212,0.72825,0.7682,0.57728,0.75226,0.65853,0.59075,0.20227,0.91377,1.22249,0.86892,1.00528,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,14063.9,0.71907,1.3233,0.55081,0.9892,0,0.79413,0.79006,0.75479,0.57069,0.74533,0.70683,0.63103,0.20233,0.91319,1.21685,0.88647,1.00085,0,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,14172.6,0.72124,1.32667,0.54956,0.99085,0,0.83588,0.76305,0.7719,0.58748,0.75239,0.68675,0.61748,0.20308,0.91085,1.23036,0.89155,1.00793,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,14281.2,0.71906,1.33218,0.54636,0.98462,0,0.83742,0.7751,0.77386,0.59185,0.76069,0.68935,0.61807,0.20403,0.89939,1.23161,0.85436,1.00165,0,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,14389.3,0.71686,1.32575,0.54522,0.98726,0,0.81363,0.78897,0.78072,0.5871,0.72691,0.69478,0.61719,0.20655,0.92128,1.23453,0.87002,1.0134,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,14497.5,0.70999,1.33087,0.54016,0.97922,0,0.84973,0.76305,0.77717,0.58268,0.7522,0.6747,0.62817,0.20708,0.91278,1.23201,0.88929,1.006,0,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,14605.7,0.71296,1.3139,0.54263,0.98449,0,0.85023,0.73896,0.77763,0.58144,0.76085,0.6506,0.62305,0.20235,0.91782,1.24293,0.88854,1.00842,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,14714,0.71195,1.30983,0.54236,0.98665,0,0.83019,0.76707,0.78058,0.58608,0.7392,0.68273,0.63611,0.20031,0.90442,1.2427,0.8859,0.98714,0,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,14822.2,0.70886,1.32167,0.54314,0.98613,0,0.87353,0.72123,0.7748,0.57999,0.78722,0.64659,0.63076,0.20416,0.91058,1.24091,0.88209,0.99182,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,14930.6,0.71267,1.32752,0.54485,0.984,0,0.85932,0.73092,0.76468,0.57001,0.77433,0.65863,0.61841,0.19916,0.91468,1.24419,0.87523,1.00671,0,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,15039.1,0.69973,1.30607,0.54173,0.98199,0,0.85384,0.75078,0.75649,0.56962,0.73185,0.68675,0.61049,0.19537,0.92,1.24276,0.87252,1.01418,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,15147.4,0.69849,1.29529,0.52483,0.97938,0,0.79565,0.7975,0.75167,0.57112,0.762,0.68273,0.63012,0.1998,0.90242,1.24755,0.8846,0.99865,0,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,15255.7,0.6999,1.29494,0.51958,0.97949,0,0.80988,0.79518,0.76078,0.57237,0.71317,0.69478,0.60982,0.20144,0.89565,1.24144,0.90751,0.99348,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,15364.2,0.70813,1.31315,0.52216,0.98167,0,0.82152,0.77108,0.7571,0.57648,0.74651,0.6988,0.63974,0.20229,0.9099,1.24163,0.90155,1.00285,0,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,15472.1,0.69245,1.29145,0.52587,0.97757,0,0.82022,0.76958,0.76957,0.57487,0.73051,0.68583,0.63827,0.20227,0.9174,1.24157,0.89999,1.01015,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,15580.3,0.70236,1.32565,0.52268,0.97284,0,0.80999,0.78715,0.77443,0.58443,0.71683,0.69131,0.61503,0.20118,0.91384,1.24763,0.88554,1.01365,0,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,15689,0.69688,1.30066,0.52055,0.97617,0,0.80168,0.79548,0.77994,0.59174,0.71484,0.67453,0.60801,0.19773,0.90188,1.2496,0.8841,1.00997,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,15797.6,0.68367,1.3089,0.51076,0.97664,0,0.79513,0.7751,0.7737,0.59144,0.73279,0.65462,0.61057,0.19523,0.889,1.25088,0.87654,1.01225,0,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,15906,0.69262,1.32374,0.52583,0.9801,0,0.79797,0.79311,0.78022,0.59008,0.73541,0.6506,0.62222,0.20032,0.8934,1.26465,0.86329,1.01362,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,16015.1,0.67737,1.28107,0.50779,0.97071,0,0.81994,0.75502,0.75882,0.58504,0.73828,0.66265,0.61554,0.19998,0.88227,1.25163,0.86101,1.00868,0,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,16123.7,0.69242,1.28602,0.51231,0.97573,0,0.81901,0.78144,0.75937,0.5817,0.73948,0.66118,0.60656,0.19687,0.88499,1.25011,0.86122,1.00703,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,16231.9,0.69018,1.31465,0.5181,0.97871,0,0.83478,0.75904,0.75459,0.57985,0.74334,0.6746,0.59991,0.19398,0.89226,1.25083,0.86435,1.00655,0,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,16340.3,0.69748,1.30833,0.51672,0.97886,0,0.82056,0.77131,0.75627,0.58218,0.75944,0.68463,0.62709,0.19978,0.88912,1.23538,0.87009,0.9984,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,16448.6,0.6871,1.28968,0.50695,0.97473,0,0.81222,0.78171,0.75358,0.58457,0.76394,0.67582,0.63178,0.20572,0.88228,1.24549,0.86821,1.00899,0,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,16556.8,0.67816,1.27741,0.51005,0.9737,0,0.84103,0.78615,0.75953,0.58822,0.7463,0.68522,0.63236,0.20414,0.87398,1.25269,0.85919,0.99672,0,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,16665.1,0.69711,1.29066,0.50987,0.97594,0,0.84386,0.78135,0.76254,0.58466,0.75545,0.68273,0.61889,0.19998,0.88368,1.26078,0.85422,1.00857,0,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,16773.6,0.68341,1.29869,0.50862,0.97598,0,0.81635,0.7751,0.74288,0.57255,0.73653,0.68675,0.60315,0.20329,0.88133,1.26067,0.8726,0.99515,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,16881.8,0.68168,1.29058,0.50519,0.97515,0,0.84135,0.77912,0.75449,0.58185,0.74745,0.68939,0.60857,0.20577,0.87982,1.26133,0.8689,0.99182,0,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,16990.1,0.68668,1.28814,0.5097,0.97528,0,0.83174,0.7992,0.76731,0.59388,0.73078,0.69769,0.62055,0.21068,0.88626,1.26071,0.85386,0.99938,0,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,17098.5,0.67805,1.27487,0.50137,0.97575,0,0.8216,0.80321,0.76791,0.59507,0.72711,0.71084,0.62079,0.21084,0.88752,1.26565,0.84958,0.99998,0,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,17207,0.67165,1.2693,0.49002,0.96658,0,0.83837,0.78313,0.77007,0.59734,0.76609,0.68396,0.63282,0.21107,0.88892,1.25978,0.85351,0.99521,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,17315.3,0.67877,1.28684,0.49764,0.97162,0,0.83711,0.78715,0.77145,0.59995,0.74889,0.70683,0.64813,0.21778,0.89098,1.26043,0.8569,0.99893,0,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,17423.7,0.6852,1.30192,0.50397,0.96719,0,0.8297,0.78715,0.76924,0.5989,0.78464,0.68675,0.64832,0.21077,0.90009,1.26455,0.86937,1.00403,0,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,17532.3,0.66282,1.2574,0.48129,0.97047,0,0.8381,0.79004,0.77146,0.59399,0.73266,0.70281,0.63085,0.21034,0.90476,1.26719,0.86461,1.01986,0,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,17640.7,0.67068,1.27708,0.48177,0.96643,0,0.84093,0.7751,0.76795,0.59214,0.76354,0.69076,0.6325,0.20883,0.8921,1.27134,0.85473,1.01642,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,17748.8,0.67114,1.27124,0.47888,0.96856,0,0.81976,0.80369,0.77183,0.6002,0.71759,0.70281,0.62678,0.20411,0.87756,1.27217,0.85354,1.01091,0,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,17857.3,0.66935,1.28234,0.4915,0.96868,0,0.81044,0.80723,0.77038,0.59819,0.73001,0.68412,0.61434,0.20614,0.88022,1.26858,0.84791,1.01664,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,17965.8,0.66541,1.27299,0.48045,0.96588,0,0.82269,0.80126,0.76306,0.59301,0.73605,0.70683,0.61659,0.20565,0.87616,1.26626,0.85707,1.00648,0,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,18074.1,0.66231,1.27994,0.47709,0.9648,0,0.82576,0.79939,0.75993,0.58783,0.73339,0.6988,0.61541,0.2067,0.88288,1.27392,0.85592,1.00302,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,18182.4,0.66285,1.27347,0.48891,0.96382,0,0.83551,0.78313,0.76311,0.58912,0.73359,0.68675,0.61552,0.20643,0.88728,1.27796,0.84811,1.00524,0,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,18290.9,0.65935,1.27569,0.48565,0.96222,0,0.83779,0.79116,0.76382,0.59289,0.72499,0.69877,0.61725,0.20829,0.88594,1.2838,0.84548,1.00744,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,18399,0.67284,1.26168,0.48475,0.96834,0,0.84213,0.79116,0.76711,0.5978,0.73539,0.69076,0.62352,0.21063,0.88536,1.28592,0.84446,1.0033,0,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,18507.5,0.66062,1.26489,0.47513,0.96306,0,0.83998,0.79518,0.76407,0.59605,0.73434,0.70281,0.63553,0.2154,0.88481,1.28622,0.85305,1.0005,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,18616,0.65088,1.24155,0.47622,0.95467,0,0.83661,0.78715,0.76837,0.59875,0.7403,0.68273,0.62956,0.21224,0.88642,1.2857,0.85556,1.00665,0,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,18724.1,0.6596,1.25138,0.48214,0.96651,0,0.82143,0.78715,0.77075,0.59844,0.74961,0.67871,0.63163,0.21087,0.87781,1.28798,0.84853,1.00372,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,18832.4,0.66489,1.27033,0.47334,0.96364,0,0.83774,0.78715,0.77694,0.60462,0.74816,0.69478,0.63407,0.21214,0.87391,1.29009,0.84152,1.00215,0,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,18941,0.65782,1.27134,0.47389,0.96461,0,0.82422,0.79518,0.77764,0.60649,0.73286,0.69478,0.639,0.2136,0.87457,1.29232,0.84071,1.00096,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,19049.7,0.65,1.26852,0.47579,0.96051,0,0.82141,0.79518,0.77081,0.60242,0.74758,0.67068,0.62146,0.21023,0.87249,1.29551,0.84472,0.99915,0,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,19157.8,0.65568,1.26812,0.46824,0.96543,0,0.82491,0.79116,0.77523,0.60445,0.74536,0.66667,0.61214,0.21096,0.8685,1.294,0.84952,0.9977,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,19266.3,0.64755,1.25951,0.47207,0.95656,0,0.82677,0.7751,0.76955,0.60266,0.75067,0.68921,0.634,0.21032,0.87331,1.29151,0.85802,0.99978,0,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
